# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 22 06:52:23 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
950,K2-100,b,1,1.67383300,0.00004900,-0.00005000,0,0.029600,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,1.23,0.02,-0.02,0
951,K2-101,b,1,14.67728600,0.00082800,-0.00080400,0,,,,,0.100000,0.180000,-0.080000,0,89.400,0.400,-0.500,0,,,,,,0.80,0.06,-0.06,0
952,K2-102,b,1,9.91561500,0.00120900,-0.00119500,0,,,,,0.100000,0.160000,-0.070000,0,89.000,0.600,-0.600,0,,,,,,0.77,0.06,-0.06,0
953,K2-104,b,1,1.97423800,0.00011000,-0.00011000,0,0.023000,0.001000,-0.001000,0,0.090000,0.167783,-0.072670,0,88.000,1.340,-1.480,0,,,,0,,0.43,0.06,-0.07,0
954,K2-105,b,1,8.26770400,0.00035000,-0.00031800,0,0.079600,0.000700,-0.000700,0,,,,0,,,,0,,,,0,,0.99,0.03,-0.03,0
955,K2-107,b,1,3.31395900,0.00002400,-0.00002400,0,0.047500,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,1.30,0.05,-0.05,0
956,K2-108,b,1,4.73399900,0.00022100,-0.00022700,0,0.058100,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,1.17,0.06,-0.06,0
957,K2-11,b,1,39.93767000,0.23229000,-0.23229000,0,0.225700,0.014300,-0.014300,0,,,,,,,,,,,,,,1.35,0.04,-0.56,0
958,K2-110,b,1,13.86387000,0.00032500,-0.00032900,0,0.102700,0.001100,-0.001100,0,,,,0,,,,0,,,,0,,0.75,0.02,-0.02,0
959,K2-111,b,1,5.35117000,0.00055000,-0.00055000,0,0.062100,0.009200,-0.008500,0,0.000000,,,0,86.200,1.000,-1.000,0,0.02706,0.01227,-0.01227,0,Mass,0.88,0.02,-0.02,0
960,K2-113,b,1,5.81768500,0.00004100,-0.00004100,0,0.064200,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,1.04,0.04,-0.04,0
961,K2-114,b,1,11.39101300,0.00022400,-0.00022500,0,0.095400,0.001100,-0.001100,0,,,,0,,,,0,,,,0,,0.89,0.03,-0.03,0
962,K2-115,b,1,20.27261500,0.00035600,-0.00034300,0,0.143000,0.001200,-0.001200,0,,,,0,,,,0,,,,0,,0.95,0.02,-0.02,0
963,K2-116,b,1,4.65541100,0.00048600,-0.00047300,0,0.048000,0.002000,-0.002000,0,0.060000,0.141966,-0.053272,0,89.090,0.620,-0.710,0,,,,0,,0.69,0.07,-0.07,0
964,K2-117,b,2,1.29160000,0.00004900,-0.00005100,0,0.018900,0.000100,-0.000100,0,,,,0,,,,0,,,,0,,0.54,0.01,-0.01,0
965,K2-117,c,2,5.44401700,0.00046200,-0.00045500,0,0.049200,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.54,0.01,-0.01,0
966,K2-118,b,1,50.92092000,0.00558400,-0.00524900,0,0.245000,0.008000,-0.008000,0,0.200000,0.183774,-0.159064,0,89.500,0.240,-0.120,0,,,,0,,0.76,0.08,-0.08,0
967,K2-119,b,1,7.72728300,0.00126800,-0.00114900,0,0.069800,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.76,0.02,-0.02,0
968,K2-12,b,1,8.28212000,0.00060000,-0.00060000,0,0.080200,0.002100,-0.002100,0,,,,,,,,,,,,,,1.01,0.05,-0.06,0
969,K2-120,b,1,9.56274200,0.00067500,-0.00067300,0,0.078000,0.003000,-0.003000,0,0.140000,0.168421,-0.105016,0,89.570,0.300,-0.420,0,,,,0,,0.69,0.07,-0.07,0
970,K2-121,b,1,5.18576100,0.00002900,-0.00003000,0,0.052500,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.72,0.01,-0.01,0
971,K2-122,b,1,2.21928200,0.00012800,-0.00013000,0,0.028500,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.62,0.01,-0.01,0
972,K2-123,b,1,30.95152400,0.00362500,-0.00332000,0,0.164900,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,0.62,0.01,-0.01,0
973,K2-124,b,1,6.41365100,0.00003600,-0.00003100,0,0.049000,0.002000,-0.002000,0,,,,0,89.030,0.320,-0.270,0,,,,0,,0.39,0.01,-0.04,0
974,K2-125,b,1,21.75026400,0.00199000,-0.00195700,0,0.121000,0.004000,-0.005000,0,0.080000,0.161049,-0.066906,0,89.720,0.190,-0.210,0,,,,0,,0.49,0.05,-0.06,0
975,K2-126,b,1,7.38565500,0.00050100,-0.00050900,0,0.065600,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.69,0.01,-0.01,0
976,K2-127,b,1,3.58816300,0.00002800,-0.00002900,0,0.041100,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.72,0.01,-0.01,0
977,K2-128,b,1,5.67581900,0.00041100,-0.00041400,0,0.056000,0.002000,-0.002000,0,0.230000,0.220222,-0.193710,0,87.400,1.080,-0.660,0,,,,0,,0.71,0.07,-0.07,0
978,K2-129,b,1,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,0.130000,0.210105,-0.109504,0,89.210,0.500,-0.480,0,,,,0,,0.36,0.07,-0.07,0
979,K2-13,b,1,39.91488000,0.32477000,-0.32477000,0,0.211400,0.006100,-0.006100,0,,,,,,,,,,,,,,0.80,0.04,-0.04,0
980,K2-130,b,1,2.49412000,0.00013200,-0.00012800,0,0.032000,0.001000,-0.001000,0,0.170000,0.220344,-0.135968,0,86.530,1.920,-1.650,0,,,,0,,0.70,0.07,-0.07,0
981,K2-131,b,1,0.36931000,0.00001000,-0.00001000,0,0.009500,0.000000,0.000000,0,,,,0,,,,0,,,,0,,0.84,0.01,-0.01,0
982,K2-132,b,1,9.17510000,0.00230000,-0.00270000,0,,,,0,,,,0,,,,0,0.49000,0.06000,-0.06000,0,Mass,1.08,0.08,-0.08,0
983,K2-133,b,4,3.07133000,0.00011000,-0.00011000,0,0.031940,0.000250,-0.000260,0,,,,0,87.600,0.180,-0.150,0,,,,0,,0.46,0.01,-0.01,0
984,K2-133,c,4,4.86784000,0.00012000,-0.00012000,0,0.043410,0.000340,-0.000350,0,,,,0,88.210,0.110,-0.080,0,,,,0,,0.46,0.01,-0.01,0
985,K2-133,d,4,11.02454000,0.00036000,-0.00035000,0,0.074870,0.000590,-0.000600,0,,,,0,89.400,0.100,-0.080,0,,,,0,,0.46,0.01,-0.01,0
986,K2-133,e,4,26.58410000,0.00180000,-0.00170000,0,0.134600,0.001100,-0.001100,0,,,,0,89.164,0.012,-0.010,0,,,,0,,0.46,0.01,-0.01,0
987,K2-136,b,3,7.97529200,0.00083300,-0.00077000,0,,,,0,0.100000,0.190000,-0.070000,0,89.300,0.500,-0.700,0,,,,0,,0.74,0.02,-0.02,0
988,K2-136,c,3,17.30713700,0.00025200,-0.00028400,0,,,,0,0.130000,0.270000,-0.110000,0,89.600,0.300,-0.300,0,,,,0,,0.74,0.02,-0.02,0
989,K2-136,d,3,25.57506500,0.00241800,-0.00235700,0,,,,0,0.140000,0.130000,-0.090000,0,89.400,0.400,-0.200,0,,,,0,,0.74,0.02,-0.02,0
990,K2-137,b,1,0.17971500,0.00000100,-0.00000100,0,0.005800,0.000600,-0.000600,0,0.000000,,,0,89.600,3.300,-3.300,0,0.50000,,,1,Mass,0.46,0.05,-0.05,0
991,K2-138,b,5,2.35322000,0.00036000,-0.00036000,0,0.033800,0.000240,-0.000240,0,0.403000,,,1,86.900,2.200,-4.600,0,,,,0,,0.93,0.06,-0.06,0
992,K2-138,c,5,3.55987000,0.00023000,-0.00022000,0,0.044540,0.000320,-0.000320,0,0.296000,,,1,87.500,1.800,-3.300,0,,,,0,,0.93,0.06,-0.06,0
993,K2-138,d,5,5.40478000,0.00048000,-0.00046000,0,0.058830,0.000420,-0.000420,0,0.348000,,,1,87.900,1.500,-2.800,0,,,,0,,0.93,0.06,-0.06,0
994,K2-138,e,5,8.26144000,0.00045000,-0.00044000,0,0.078070,0.000560,-0.000560,0,0.315000,,,1,88.700,0.930,-1.660,0,,,,0,,0.93,0.06,-0.06,0
995,K2-138,f,5,12.75759000,0.00092000,-0.00092000,0,0.104300,0.000740,-0.000750,0,0.364000,,,1,89.030,0.700,-1.220,0,,,,0,,0.93,0.06,-0.06,0
996,K2-139,b,1,28.38061900,0.00055100,-0.00052800,0,0.179600,0.001500,-0.001500,0,,,,0,,,,0,,,,0,,0.96,0.02,-0.02,0
997,K2-14,b,1,8.36802000,0.00019000,-0.00019000,0,0.062700,0.000600,-0.000600,0,,,,,,,,,,,,,,0.47,0.01,-0.01,0
998,K2-140,b,1,6.56918000,0.00004000,-0.00004000,0,0.068700,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,1.00,0.02,-0.02,0
999,K2-141,b,2,0.28032440,0.00000150,-0.00000150,0,,,,0,0.000000,,,0,86.300,2.700,-3.600,0,0.01598,0.00129,-0.00129,0,Mass,0.71,0.03,-0.03,0
1000,K2-141,c,2,7.74850000,0.00022000,-0.00022000,0,,,,0,0.000000,,,0,87.200,1.600,-2.000,0,0.02328,,,1,Mass,0.71,0.03,-0.03,0
1001,K2-146,b,2,2.64460000,0.00006000,-0.00006000,0,,,,0,0.129000,0.019000,-0.019000,0,88.930,0.110,-0.110,0,0.01816,0.00024,-0.00024,0,Mass,0.33,0.01,-0.01,0
1002,K2-146,c,2,4.00498000,0.00011000,-0.00011000,0,,,,0,0.075000,0.016000,-0.016000,0,87.540,0.040,-0.040,0,0.02358,0.00031,-0.00031,0,Mass,0.33,0.01,-0.01,0
1003,K2-147,b,1,0.96191700,0.00002600,-0.00002600,0,0.015900,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.58,0.06,-0.06,0
1004,K2-148,b,3,4.38395000,0.00080000,-0.00080000,0,0.045400,0.001400,-0.001400,0,,,,0,,,,0,,,,0,,0.65,0.06,-0.06,0
1005,K2-148,c,3,6.92260000,0.00070000,-0.00070000,0,0.061600,0.001900,-0.001900,0,,,,0,,,,0,,,,0,,0.65,0.06,-0.06,0
1006,K2-148,d,3,9.75790000,0.00100000,-0.00100000,0,0.077400,0.002400,-0.002400,0,,,,0,,,,0,,,,0,,0.65,0.06,-0.06,0
1007,K2-149,b,1,11.33200000,0.00130000,-0.00130000,0,0.083000,0.002700,-0.002700,0,,,,0,,,,0,,,,0,,0.59,0.06,-0.06,0
1008,K2-15,b,1,11.81040000,0.00204000,-0.00204000,0,0.091000,0.001800,-0.001800,0,,,,,,,,,,,,,,0.72,0.06,-0.03,0
1009,K2-150,b,1,10.59357000,0.00084000,-0.00084000,0,0.072700,0.002700,-0.002700,0,,,,0,,,,0,,,,0,,0.46,0.05,-0.05,0
1010,K2-151,b,1,3.83547600,0.00026600,-0.00025600,0,0.037300,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.47,0.01,-0.01,0
1011,K2-152,b,1,32.64790000,0.01141000,-0.01483000,0,0.171600,0.001200,-0.001200,0,,,,0,,,,0,,,,0,,0.63,0.01,-0.01,0
1012,K2-153,b,1,7.51574000,0.00205000,-0.00240000,0,0.061400,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.55,0.01,-0.01,0
1013,K2-154,b,2,3.67626000,0.00030000,-0.00031000,0,0.040500,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.65,0.02,-0.01,0
1014,K2-154,c,2,7.95486000,0.00084000,-0.00085000,0,0.067700,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.65,0.02,-0.01,0
1015,K2-155,b,3,6.34200000,0.00200000,-0.00200000,0,0.056200,0.001300,-0.001400,0,,,,0,88.300,1.200,-1.900,0,,,,0,,0.65,0.06,-0.03,0
1016,K2-155,c,3,13.85000000,0.00600000,-0.00600000,0,0.094600,0.003100,-0.003000,0,,,,0,88.960,0.710,-0.880,0,,,,0,,0.65,0.06,-0.03,0
1017,K2-155,d,3,40.71800000,0.00500000,-0.00500000,0,0.193700,0.006400,-0.005900,0,,,,0,89.610,0.270,-0.480,0,,,,0,,0.65,0.06,-0.03,0
1018,K2-156,b,1,0.81314000,0.00007000,-0.00008000,0,0.014900,0.000100,-0.000100,0,,,,0,,,,0,,,,0,,0.66,0.02,-0.01,0
1019,K2-157,b,1,0.36525700,0.00002900,-0.00002900,0,,,,,,,,,76.711,9.693,-18.255,0,,,,,,0.94,0.02,-0.03,0
1020,K2-158,b,2,10.06049000,0.00134000,-0.00148000,0,0.088700,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,0.92,0.03,-0.02,0
1021,K2-158,c,2,5.90279000,0.00191000,-0.00233000,0,0.062200,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.92,0.03,-0.02,0
1022,K2-159,b,1,12.42205000,0.00180000,-0.00182000,0,0.101300,0.000800,-0.000900,0,,,,0,,,,0,,,,0,,0.90,0.02,-0.03,0
1023,K2-16,b,3,7.61880000,0.00087000,-0.00087000,0,0.066700,0.001100,-0.001100,0,,,,,87.970,1.470,-1.860,0,,,,,,0.67,0.03,-0.04,0
1024,K2-16,c,3,19.07863000,0.00327000,-0.00327000,0,0.122900,0.002100,-0.002100,0,,,,,87.830,1.680,-1.680,0,,,,,,0.67,0.03,-0.04,0
1025,K2-160,b,1,3.70587100,0.00007400,-0.00007600,0,,,,,,,,,88.254,1.197,-2.130,0,,,,,,0.98,0.02,-0.03,0
1026,K2-161,b,1,9.28318800,0.00205200,-0.00230000,0,,,,,,,,,87.251,1.991,-5.633,0,,,,,,0.99,0.08,-0.06,0
1027,K2-162,b,1,9.45889000,0.00104000,-0.00107000,0,0.079500,0.000600,-0.000600,0,,,,0,,,,0,,,,0,,0.75,0.02,-0.02,0
1028,K2-163,b,1,6.67311700,0.00031600,-0.00030300,0,,,,,,,,,88.253,1.280,-2.188,0,,,,,,0.83,0.02,-0.02,0
1029,K2-164,b,1,17.35506600,0.00409700,-0.00380800,0,,,,,,,,,87.890,1.532,-3.662,0,,,,,,1.18,0.09,-0.06,0
1030,K2-165,b,3,2.35499200,0.00024600,-0.00026100,0,,,,,,,,,87.083,2.151,-4.383,0,,,,,,0.83,0.03,-0.03,0
1031,K2-165,c,3,4.38274500,0.00051400,-0.00053600,0,,,,,,,,,87.054,2.053,-4.971,0,,,,,,0.83,0.03,-0.03,0
1032,K2-165,d,3,14.10136100,0.00114600,-0.00106500,0,,,,,,,,,89.002,0.722,-1.166,0,,,,,,0.83,0.03,-0.03,0
1033,K2-166,b,2,8.52695000,0.00362000,-0.00370000,0,0.085800,0.001000,-0.000900,0,,,,0,,,,0,,,,0,,1.07,0.03,-0.03,0
1034,K2-167,b,1,9.97748100,0.00103900,-0.00100700,0,,,,,,,,,88.604,1.001,-1.970,0,,,,,,1.02,0.12,-0.09,0
1035,K2-168,b,2,15.85230000,0.00250000,-0.00120000,0,,,,0,,,,0,89.400,0.460,-0.250,0,,,,0,,0.88,0.06,-0.03,0
1036,K2-169,b,1,6.38080300,0.00077800,-0.00069900,0,,,,,,,,,87.837,1.575,-3.587,0,,,,,,0.99,0.03,-0.03,0
1037,K2-17,b,1,17.96753000,0.00152000,-0.00152000,0,0.119000,0.002000,-0.002000,0,,,,,,,,,,,,,,0.71,0.02,-0.05,0
1038,K2-170,b,2,7.57654400,0.00184100,-0.00169000,0,,,,,,,,,87.989,1.423,-3.339,0,,,,,,0.96,0.03,-0.03,0
1039,K2-170,c,2,12.40004700,0.00173500,-0.00188300,0,,,,,,,,,88.668,0.965,-2.262,0,,,,,,0.96,0.03,-0.03,0
1040,K2-171,b,1,5.62846600,0.00173100,-0.00151900,0,,,,,,,,,85.048,3.650,-9.641,0,,,,,,0.89,0.06,-0.03,0
1041,K2-172,b,2,14.31694100,0.00144500,-0.00141100,0,,,,,,,,,88.914,0.780,-1.720,0,,,,,,0.93,0.03,-0.03,0
1042,K2-172,c,2,29.62682000,0.00155500,-0.00160700,0,,,,,,,,,89.497,0.348,-0.528,0,,,,,,0.93,0.03,-0.03,0
1043,K2-173,b,1,5.86869900,0.00044600,-0.00040800,0,,,,,,,,,87.826,1.540,-2.875,0,,,,,,0.88,0.03,-0.04,0
1044,K2-174,b,1,19.56230700,0.00007800,-0.00007600,0,0.126000,0.001000,-0.001000,0,,,,0,89.950,0.040,-0.050,0,,,,0,,0.70,0.03,-0.02,0
1045,K2-175,b,1,9.52598800,0.00124100,-0.00128000,0,,,,,,,,,87.494,1.692,-2.983,0,,,,,,1.09,0.06,-0.04,0
1046,K2-176,b,1,5.32943900,0.00061000,-0.00070900,0,,,,,,,,,88.063,1.418,-2.940,0,,,,,,0.94,0.02,-0.02,0
1047,K2-177,b,1,14.15518500,0.00315000,-0.00296500,0,,,,,,,,,87.220,1.998,-3.741,0,,,,,,1.21,0.03,-0.04,0
1048,K2-178,b,1,8.74781800,0.00036300,-0.00035800,0,,,,,,,,,88.611,1.006,-1.592,0,,,,,,0.95,0.02,-0.03,0
1049,K2-179,b,1,5.17219100,0.00020100,-0.00020200,0,,,,,,,,,88.755,0.883,-1.588,0,,,,,,0.82,0.02,-0.03,0
1050,K2-18,b,2,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,0.200000,0.080000,-0.080000,0,,,,0,0.02807,0.00535,-0.00503,0,Mass,0.36,0.05,-0.05,0
1051,K2-18,c,2,8.96200000,0.00800000,-0.00800000,0,0.060000,0.003000,-0.003000,0,0.470000,,,1,,,,0,0.02363,0.00418,-0.00418,0,Msini,0.36,0.05,-0.05,0
1052,K2-180,b,1,8.86720900,0.00106800,-0.00101600,0,0.075300,0.001000,-0.001000,0,,,,0,,,,0,,,,0,,0.72,0.03,-0.03,0
1053,K2-181,b,1,6.89425600,0.00070400,-0.00072200,0,0.070600,0.001000,-0.001000,0,,,,0,,,,0,,,,0,,0.99,0.04,-0.04,0
1054,K2-182,b,1,4.73683700,0.00007900,-0.00008100,0,0.052900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.88,0.02,-0.02,0
1055,K2-183,b,3,0.46926900,0.00002600,-0.00002400,0,,,,,,,,,25.034,56.232,-9.950,0,,,,,,0.93,0.04,-0.04,0
1056,K2-183,c,3,10.79263500,0.00117500,-0.00105400,0,0.093200,0.001200,-0.001200,0,,,,0,,,,0,,,,0,,0.93,0.04,-0.04,0
1057,K2-183,d,3,22.63196400,0.00437100,-0.00309400,0,0.152700,0.002000,-0.002000,0,,,,0,,,,0,,,,0,,0.93,0.04,-0.04,0
1058,K2-184,b,1,16.99573100,0.00128800,-0.00129000,0,0.122900,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,0.86,0.02,-0.02,0
1059,K2-185,b,1,10.61664600,0.00163200,-0.00180100,0,,,,,,,,,88.932,0.771,-1.862,0,,,,,,0.98,0.03,-0.03,0
1060,K2-186,b,1,41.47421900,0.00328800,-0.00431600,0,,,,,,,,,89.524,0.334,-0.592,0,,,,,,1.02,0.02,-0.03,0
1061,K2-187,b,4,0.77392000,0.00009500,-0.00009200,0,0.016400,0.000200,-0.000200,0,,,,0,,,,0,,,,0,,0.98,0.04,-0.04,0
1062,K2-187,c,4,2.87204200,0.00042400,-0.00042000,0,0.039200,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.98,0.04,-0.04,0
1063,K2-187,d,4,7.14921000,0.00077600,-0.00078800,0,0.072000,0.000900,-0.000900,0,,,,0,,,,0,,,,0,,0.98,0.04,-0.04,0
1064,K2-187,e,4,13.60987800,0.00347800,-0.00278600,0,0.110600,0.001300,-0.001300,0,,,,0,,,,0,,,,0,,0.98,0.04,-0.04,0
1065,K2-188,b,2,1.74216900,0.00045700,-0.00036500,0,0.028900,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,1.06,0.03,-0.03,0
1066,K2-188,c,2,7.81025300,0.00084600,-0.00084400,0,0.078500,0.000800,-0.000800,0,,,,0,,,,0,,,,0,,1.06,0.03,-0.03,0
1067,K2-189,b,2,2.58830900,0.00022100,-0.00020700,0,0.036100,0.000400,-0.000400,0,,,,0,,,,0,,,,0,,0.94,0.03,-0.03,0
1068,K2-189,c,2,6.67919500,0.00038300,-0.00039000,0,0.068000,0.000700,-0.000700,0,,,,0,,,,0,,,,0,,0.94,0.03,-0.03,0
1069,K2-19,b,3,7.91940000,0.00005000,-0.00005000,0,0.074000,0.001200,-0.001200,0,,,,,89.470,0.410,-0.410,0,,,,,,0.93,0.05,-0.05,0
1070,K2-19,c,3,11.90715000,0.00150000,-0.00150000,0,0.097100,0.001600,-0.001600,0,,,,,87.990,1.420,-1.990,0,,,,,,0.93,0.05,-0.05,0
1071,K2-19,d,3,2.50856000,0.00041000,-0.00041000,0,0.034400,0.000600,-0.000600,0,,,,,85.830,2.970,-4.740,0,,,,,,0.93,0.05,-0.05,0
1072,K2-190,b,2,10.09885800,0.00061900,-0.00064300,0,,,,,,,,,88.357,1.159,-2.329,0,,,,,,0.90,0.03,-0.04,0
1073,K2-190,c,2,21.57402300,0.00573000,-0.00430200,0,,,,,,,,,88.977,0.731,-1.650,0,,,,,,0.90,0.03,-0.04,0
1074,K2-191,b,1,2.85864600,0.00017200,-0.00017600,0,,,,,,,,,87.051,2.125,-4.900,0,,,,,,0.90,0.03,-0.03,0
1075,K2-192,b,1,4.16281700,0.00043200,-0.00044700,0,0.049000,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.90,0.01,-0.01,0
1076,K2-193,b,1,14.78688900,0.00080300,-0.00081000,0,0.118400,0.002000,-0.002100,0,,,,0,,,,0,,,,0,,1.01,0.05,-0.05,0
1077,K2-194,b,1,39.72138600,0.00570400,-0.00555500,0,,,,,,,,,89.065,0.650,-1.324,0,,,,,,1.11,0.05,-0.03,0
1078,K2-195,b,2,15.85297500,0.00120100,-0.00116800,0,0.120800,0.001600,-0.001700,0,,,,0,,,,0,,,,0,,0.94,0.04,-0.04,0
1079,K2-195,c,2,28.48278600,0.00643900,-0.00731000,0,,,,,,,,,88.537,1.111,-2.691,0,,,,,,0.94,0.04,-0.04,0
1080,K2-196,b,1,48.32422200,0.00845700,-0.00871600,0,,,,,,,,,88.274,1.422,-2.350,0,,,,,,1.16,0.07,-0.05,0
1081,K2-197,b,1,8.35788100,0.00071000,-0.00068600,0,0.080600,0.000600,-0.000700,0,,,,0,,,,0,,,,0,,1.00,0.02,-0.02,0
1082,K2-198,b,3,17.04286830,0.00000710,-0.00000350,0,,,,0,,,,0,88.904,0.094,-0.027,0,,,,0,,0.80,0.09,-0.04,0
1083,K2-198,c,3,3.35960550,0.00000400,-0.00000210,0,,,,0,,,,0,86.494,0.268,-0.088,0,,,,0,,0.80,0.09,-0.04,0
1084,K2-198,d,3,7.45001770,0.00000520,-0.00000260,0,,,,0,,,,0,89.860,0.680,-0.300,0,,,,0,,0.80,0.09,-0.04,0
1085,K2-199,b,2,3.22533800,0.00019500,-0.00019800,0,0.038500,0.000300,-0.000300,0,,,,0,,,,0,,,,0,,0.73,0.02,-0.02,0
1086,K2-199,c,2,7.37469400,0.00030600,-0.00029100,0,0.066800,0.000500,-0.000500,0,,,,0,,,,0,,,,0,,0.73,0.02,-0.02,0
1087,K2-200,b,1,2.84988300,0.00018800,-0.00018000,0,,,,,,,,,87.968,1.440,-3.217,0,,,,,,0.86,0.02,-0.03,0
1088,K2-201,b,2,1.05979000,0.00004300,-0.00004400,0,,,,,,,,,84.414,4.053,-6.735,0,,,,,,0.96,0.02,-0.02,0
1089,K2-201,c,2,22.77987800,0.00195700,-0.00194700,0,,,,,,,,,89.272,0.519,-0.923,0,,,,,,0.96,0.02,-0.02,0
1090,K2-202,b,1,3.40516400,0.00012600,-0.00012100,0,,,,,,,,,87.672,1.628,-2.945,0,,,,,,0.97,0.03,-0.03,0
1091,K2-203,b,1,9.69510100,0.00128500,-0.00133400,0,,,,,,,,,88.430,1.152,-3.258,0,,,,,,0.79,0.03,-0.03,0
1092,K2-204,b,1,7.05578400,0.00065000,-0.00064100,0,,,,,,,,,87.649,1.737,-3.326,0,,,,,,1.01,0.03,-0.03,0
1093,K2-205,b,1,26.67226300,0.00416000,-0.00367600,0,,,,,,,,,89.097,0.657,-1.193,0,,,,,,0.95,0.04,-0.04,0
1094,K2-206,b,1,18.29454900,0.00172800,-0.00159900,0,,,,,,,,,89.112,0.634,-1.221,0,,,,,,0.79,0.03,-0.03,0
1095,K2-207,b,1,12.48749000,0.00120800,-0.00116200,0,,,,,,,,,88.620,0.988,-1.589,0,,,,,,0.94,0.03,-0.03,0
1096,K2-208,b,1,4.19094800,0.00023000,-0.00024800,0,,,,,,,,,88.043,1.376,-2.502,0,,,,,,0.93,0.03,-0.03,0
1097,K2-209,b,1,2.08061500,0.00013400,-0.00013000,0,,,,,,,,,86.231,2.669,-6.348,0,,,,,,0.74,0.03,-0.02,0
1098,K2-21,b,2,9.32503800,0.00037900,-0.00040300,0,0.076000,0.002000,-0.003000,0,0.100000,0.148654,-0.084698,0,88.980,0.500,-0.310,0,,,,0,,0.68,0.07,-0.07,0
1099,K2-21,c,2,15.50192000,0.00091800,-0.00092800,0,0.107000,0.003000,-0.004000,0,0.210000,0.206770,-0.173719,0,88.850,0.400,-0.150,0,,,,0,,0.68,0.07,-0.07,0
1100,K2-210,b,1,0.57023300,0.00002800,-0.00002800,0,,,,,,,,,84.105,4.220,-9.012,0,,,,,,0.91,0.02,-0.03,0
