# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,
# Fri Apr  6 10:16:57 2018,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum >= 2,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,
loc_rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim
2612,Kepler-403,c,3,54.280749,0.000562,-0.000562,0,,,,,,,,,
2613,Kepler-403,d,3,13.61159129,0.00008288,-0.00008288,0,,,,,,,,,
2614,Kepler-404,b,2,11.829851,0.000209,-0.000209,0,,,,,,,,,
2615,Kepler-404,c,2,14.751166,0.000261,-0.000261,0,,,,,,,,,
2616,Kepler-405,b,2,10.613839,0.000111,-0.000111,0,,,,,,,,,
2617,Kepler-405,c,2,29.726682,0.011477,-0.011477,0,,,,,,,,,
2618,Kepler-406,b,2,2.42629,,,0,0.02,0.004,-0.004,0,Mass,1.07,0.06,-0.06,0
2619,Kepler-406,c,2,4.62332,,,0,0.009,0.006,-0.006,0,Mass,1.07,0.06,-0.06,0
2620,Kepler-407,b,2,0.66931,,,0,,,,,,1,0.06,-0.06,0
2621,Kepler-407,c,2,3000,500,-500,0,12.6,6.3,-6.3,0,Mass,1,0.06,-0.06,0
2626,Kepler-411,b,2,3.00516,0.00001,-0.00001,0,,,,,,0.83,0.04,-0.1,0
2627,Kepler-411,c,2,7.83442788,0.00000298,-0.00000298,0,,,,,,0.83,0.04,-0.1,0
2630,Kepler-414,b,2,4.7,,,0,0.011,0.011,-0.009,0,Mass,0.89,,,0
2631,Kepler-414,c,2,7.171,,,0,0.094,0.039,-0.033,0,Mass,0.89,,,0
2632,Kepler-415,b,2,4.176,,,0,0.377,0.321,-0.275,0,Mass,0.67,,,0
2633,Kepler-415,c,2,8.708,,,0,,,,,,0.67,,,0
2634,Kepler-416,b,2,6.319,,,0,0.183,0.168,-0.124,0,Mass,1,,,0
2635,Kepler-416,c,2,12.209,,,0,,,,,,1,,,0
2636,Kepler-417,b,2,12.331,,,0,0.035,0.029,-0.025,0,Mass,0.9,,,0
2637,Kepler-417,c,2,15.943,,,0,,,,,,0.9,,,0
2639,Kepler-419,b,2,69.7546,0.0007,-0.0009,0,2.5,0.3,-0.3,0,Mass,1.39,0.08,-0.07,0
2640,Kepler-419,c,2,675.47,0.11,-0.11,0,7.3,0.4,-0.4,0,Mass,1.39,0.08,-0.07,0
2641,Kepler-42,b,3,1.2137672,0.0000046,-0.0000046,0,,,,,,0.13,0.05,-0.05,0
2642,Kepler-42,c,3,0.45328509,0.00000097,-0.00000097,0,,,,,,0.13,0.05,-0.05,0
2643,Kepler-42,d,3,1.865169,0.000014,-0.000014,0,,,,,,0.13,0.05,-0.05,0
2647,Kepler-424,b,2,3.3118644,0.00000039,-0.00000039,0,1.03,0.13,-0.13,0,Mass,1.01,0.05,-0.05,0
2648,Kepler-424,c,2,223.3,2.1,-2.1,0,6.97,0.62,-0.62,0,Msini,1.01,0.05,-0.05,0
2654,Kepler-430,b,2,35.968,,,0,,,,,,1.17,0.13,-0.1,0
2655,Kepler-430,c,2,110.979,,,0,,,,,,1.17,0.13,-0.1,0
2656,Kepler-431,b,3,6.803,,,0,,,,,,1.07,0.06,-0.04,0
2657,Kepler-431,c,3,8.703,,,0,,,,,,1.07,0.06,-0.04,0
2658,Kepler-431,d,3,11.922,,,0,,,,,,1.07,0.06,-0.04,0
2659,Kepler-432,b,2,52.501129,0.000067,-0.000053,0,5.41,0.32,-0.18,0,Mass,1.32,0.1,-0.07,0
2660,Kepler-432,c,2,406.2,3.9,-2.5,0,2.43,0.22,-0.24,0,Msini,1.32,0.1,-0.07,0
2664,Kepler-436,b,2,64.00205,0.00072,-0.00072,0,,,,,,0.73,0.03,-0.03,0
2665,Kepler-436,c,2,16.79713874,0.00008561,-0.00008561,0,,,,,,0.73,0.03,-0.03,0
2674,Kepler-444,b,5,3.6001053,0.0000083,-0.000008,0,,,,,,0.76,0.04,-0.04,0
2675,Kepler-444,c,5,4.5458841,0.000007,-0.0000071,0,,,,,,0.76,0.04,-0.04,0
2676,Kepler-444,d,5,6.189392,0.000012,-0.000012,0,,,,,,0.76,0.04,-0.04,0
2677,Kepler-444,e,5,7.743493,0.000017,-0.000016,0,,,,,,0.76,0.04,-0.04,0
2678,Kepler-444,f,5,9.740486,0.000013,-0.000013,0,,,,,,0.76,0.04,-0.04,0
2679,Kepler-445,b,3,2.984151,0.000011,-0.000011,0,,,,,,0.18,0.04,-0.04,0
2680,Kepler-445,c,3,4.871229,0.000011,-0.000011,0,,,,,,0.18,0.04,-0.04,0
2681,Kepler-445,d,3,8.15275,0.0004,-0.0004,0,,,,,,0.18,0.04,-0.04,0
2682,Kepler-446,b,3,1.565409,0.0000033,-0.0000033,0,,,,,,0.22,0.05,-0.05,0
2683,Kepler-446,c,3,3.036179,0.0000055,-0.0000055,0,,,,,,0.22,0.05,-0.05,0
2684,Kepler-446,d,3,5.148921,0.000022,-0.000022,0,,,,,,0.22,0.05,-0.05,0
2686,Kepler-449,b,2,12.58242,0.00027,-0.00027,0,,,,,,0.97,0.05,-0.05,0
2687,Kepler-449,c,2,33.6727,0.001,-0.001,0,,,,,,0.97,0.05,-0.05,0
2689,Kepler-450,b,3,28.454851,0.000025,-0.000025,0,,,,,,1.35,0.08,-0.08,0
2690,Kepler-450,c,3,15.413135,0.000085,-0.000085,0,,,,,,1.35,0.08,-0.08,0
2691,Kepler-450,d,3,7.51464,0.00023,-0.00023,0,,,,,,1.35,0.08,-0.08,0
2694,Kepler-454,b,2,10.57375339,0.00000777,-0.00000777,0,0.02152,0.0044,-0.0044,0,Mass,1.03,0.04,-0.03,0
2695,Kepler-454,c,2,523.9,0.7,-0.7,0,4.46,0.12,-0.12,0,Msini,1.03,0.04,-0.03,0
2696,KIC 9663113,c,2,20.74028413,0.0000335,-0.0000335,0,,,,,,0.98,0.13,-0.13,0
2697,Kepler-46,b,3,0,0.00021,-0.0002,0,6,,,1,Mass,0.9,0.04,-0.04,0
2698,Kepler-46,c,3,0,0.051,-0.061,0,0.376,0.021,-0.019,0,Mass,0.9,0.04,-0.04,0
2699,Kepler-46,d,3,6.766589,0.000022,-0.000022,0,,,,,,0.9,0.04,-0.04,0
2700,KIC 5437945,c,2,220.1303357,0.0006389,-0.0006389,0,,,,,,1.07,0.17,-0.17,0
2706,Kepler-466,b,2,51.07926307,0.00006345,-0.00006345,0,,,,,,1.04,0.04,-0.04,0
2707,Kepler-466,c,2,3.70921385,0.00000632,-0.00000632,0,,,,,,1.04,0.04,-0.04,0
2710,Kepler-47,b,2,49.532,0.04,-0.027,0,2,,,1,Mass,1.05,0.05,-0.06,0
2711,Kepler-47,c,2,303.137,0.072,-0.02,0,28,,,1,Mass,1.05,0.05,-0.06,0
2722,Kepler-48,b,4,4.778,,,0,0.0124,0.00661,-0.00661,0,Mass,0.88,0.06,-0.06,0
2723,Kepler-48,c,4,9.67395,,,0,0.04597,0.00724,-0.00724,0,Mass,0.88,0.06,-0.06,0
2724,Kepler-48,d,4,42.8961,,,0,0.025,0.0145,-0.0145,0,Mass,0.88,0.06,-0.06,0
2725,Kepler-48,e,4,982,8,-8,0,2.067,0.079,-0.079,0,Mass,0.88,0.06,-0.06,0
2733,Kepler-487,b,2,15.3587684,0.00000221,-0.00000221,0,,,,,,0.91,0.04,-0.04,0
2734,Kepler-487,c,2,38.6519976,0.0002517,-0.0002517,0,,,,,,0.91,0.04,-0.04,0
2737,Kepler-49,b,4,0,0.000022,-0.000022,0,0.98,,,1,Mass,0.55,,,0
2738,Kepler-49,c,4,0,0.000069,-0.000069,0,0.72,,,1,Mass,0.55,,,0
2739,Kepler-49,d,4,2.576549,0.000003,-0.000003,0,,,,,,0.55,,,0
2740,Kepler-49,e,4,18.596108,0.000079,-0.000079,0,,,,,,0.55,,,0
2752,Kepler-50,b,2,7.81254,0.0001,-0.0001,0,,,,,,1.24,0.05,-0.05,0
2753,Kepler-50,c,2,9.37647,0.00004,-0.00004,0,,,,,,1.24,0.05,-0.05,0
2764,Kepler-51,b,3,45.154,0.0002,-0.0002,0,0.007,0.005,-0.003,0,Mass,1.04,0.12,-0.12,0
2765,Kepler-51,c,3,85.312,0.003,-0.002,0,0.013,0.001,-0.001,0,Mass,1.04,0.12,-0.12,0
2766,Kepler-51,d,3,130.194,0.005,-0.002,,0.024,0.003,-0.003,0,Mass,1.04,0.12,-0.12,0
2777,Kepler-52,b,3,7.8773565,0.000038,-0.000038,0,8.7,,,1,Mass,0.54,,,0
2778,Kepler-52,c,3,16.3850021,0.00014,-0.00014,0,10.41,,,1,Mass,0.54,,,0
2779,Kepler-52,d,3,36.445171,0.000253,-0.000253,0,,,,,,0.54,,,0
2780,Kepler-520,b,2,19.67416124,0.00005245,-0.00005245,0,,,,,,1.1,0.04,-0.04,0
2781,Kepler-520,c,2,5.21104261,0.00001231,-0.00001231,0,,,,,,1.1,0.04,-0.04,0
2785,Kepler-524,b,2,7.97419807,0.00002038,-0.00002038,0,,,,,,1.09,0.04,-0.04,0
2786,Kepler-524,c,2,1.88897906,0.0000107,-0.0000107,0,,,,,,1.09,0.04,-0.04,0
2791,Kepler-529,b,2,1.98035766,0.00000231,-0.00000231,0,,,,,,1.07,0.06,-0.06,0
2792,Kepler-529,c,2,12.8345022,0.00003659,-0.00003659,0,,,,,,1.07,0.06,-0.06,0
2793,Kepler-53,b,3,18.6489525,0.00016,-0.00016,0,18.41,,,1,Mass,0.98,,,0
2794,Kepler-53,c,3,38.5583038,0.00041,-0.00041,0,15.74,,,1,Mass,0.98,,,0
2795,Kepler-53,d,3,9.751962,0.000077,-0.000077,0,,,,,,0.98,,,0
2805,Kepler-539,b,2,125.63243,0.00071,-0.00071,0,0.97,0.29,-0.29,0,Mass,1.05,0.04,-0.04,0
2806,Kepler-539,c,2,1000,,,-1,2.4,1.2,-1.2,0,Mass,1.05,0.04,-0.04,0
2807,Kepler-54,b,3,0,0.000069,-0.000069,0,0.92,,,1,Mass,0.51,,,0
2808,Kepler-54,c,3,0,0.00029,-0.00029,0,0.37,,,1,Mass,0.51,,,0
2809,Kepler-54,d,3,20.995694,0.000143,-0.000143,0,,,,,,0.51,,,0
2819,Kepler-549,b,2,42.9495649,0.0001543,-0.0001543,0,,,,,,0.88,0.04,-0.05,0
2820,Kepler-549,c,2,117.040498,0.001777,-0.001777,0,,,,,,0.88,0.04,-0.05,0
2821,Kepler-55,b,5,0,0.00024,-0.00024,0,1.49,,,1,Mass,0.62,,,0
2822,Kepler-55,c,5,0,0.00053,-0.00053,0,1.11,,,1,Mass,0.62,,,0
2823,Kepler-55,d,5,2.211099,0.000004,-0.000004,0,,,,,,0.62,,,0
2824,Kepler-55,e,5,4.617534,0.000021,-0.000021,0,,,,,,0.62,,,0
2825,Kepler-55,f,5,10.198545,0.000045,-0.000045,0,,,,,,0.62,,,0
2829,Kepler-553,b,2,4.03046804,0.00000164,-0.00000164,0,,,,,,0.92,0.03,-0.03,0
2830,Kepler-553,c,2,328.2399546,0.0003646,-0.0003646,0,,,,,,0.92,0.03,-0.03,0
2837,Kepler-56,b,3,10.5016,0.0011,-0.001,0,0.07,0.012,-0.011,0,Mass,1.32,0.13,-0.13,0
2838,Kepler-56,c,3,21.40239,0.00059,-0.00062,0,0.57,0.066,-0.06,0,Mass,1.32,0.13,-0.13,0
2839,Kepler-56,d,3,1002,5,-5,0,5.61,0.38,-0.38,0,Msini,1.32,0.13,-0.13,0
2841,Kepler-561,b,2,58.3620495,0.00003229,-0.00003229,0,,,,,,0.96,0.07,-0.06,0
2842,Kepler-561,c,2,5.35016198,0.00000443,-0.00000443,0,,,,,,0.96,0.07,-0.06,0
2851,Kepler-57,b,2,5.7293196,0.000018,-0.000018,0,18.86,,,1,Mass,0.83,,,0
2852,Kepler-57,c,2,11.6092567,0.000086,-0.000086,0,6.95,,,1,Mass,0.83,,,0
2863,Kepler-58,b,3,0,0.00015,-0.00015,0,1.39,,,1,Mass,0.95,,,0
2864,Kepler-58,c,3,0,0.00027,-0.00027,0,2.19,,,1,Mass,0.95,,,0
2865,Kepler-58,d,3,40.101371,0.000612,-0.000612,0,,,,,,0.95,,,0
2876,Kepler-59,b,2,0,0.00036,-0.00036,0,2.05,,,1,Mass,1.04,,,0
2877,Kepler-59,c,2,0,0.0003,-0.0003,0,1.37,,,1,Mass,1.04,,,0
2889,Kepler-60,b,3,7.1334,0.0001,-0.0001,0,0.01318,0.00176,-0.00164,0,Mass,1.04,0.08,-0.08,0
2890,Kepler-60,c,3,8.9187,0.0002,-0.0002,0,0.01211,0.00255,-0.00255,0,Mass,1.04,0.08,-0.08,0
2891,Kepler-60,d,3,11.8981,0.0002,-0.0002,0,0.01309,0.00264,-0.00236,0,Mass,1.04,0.08,-0.08,0
2895,Kepler-603,b,3,21.05358596,0.00008943,-0.00008943,0,,,,,,1.01,0.06,-0.06,0
2896,Kepler-603,c,3,127.9075774,0.0004999,-0.0004999,0,,,,,,1.01,0.06,-0.06,0
2897,Kepler-603,d,3,6.2171292,0.00004234,-0.00004234,0,,,,,,1.01,0.06,-0.06,0
2899,Kepler-605,b,2,3.38353807,0.00000511,-0.00000511,0,,,,,,0.91,0.04,-0.04,0
2900,Kepler-605,c,2,2.35895152,0.00000837,-0.00000837,0,,,,,,0.91,0.04,-0.04,0
2906,Kepler-610,b,2,6.99692655,0.00000559,-0.00000559,0,,,,,,1.1,0.09,-0.07,0
2907,Kepler-610,c,2,151.86392,0.001118,-0.001118,0,,,,,,1.1,0.09,-0.07,0
2913,Kepler-616,b,2,9.99761851,0.00002138,-0.00002138,0,,,,,,0.98,0.06,-0.05,0
2914,Kepler-616,c,2,90.4113556,0.0004522,-0.0004522,0,,,,,,0.98,0.06,-0.05,0
2917,Kepler-619,b,2,5.4042722,0.00000555,-0.00000555,0,,,,,,1.09,0.07,-0.06,0
2918,Kepler-619,c,2,1.20846503,0.00000167,-0.00000167,0,,,,,,1.09,0.07,-0.06,0
2919,Kepler-62,b,5,5.714932,0.000009,-0.000009,0,0.03,,,1,Mass,0.69,0.02,-0.02,0
2920,Kepler-62,c,5,12.4417,0.0001,-0.0001,0,0.013,,,1,Mass,0.69,0.02,-0.02,0
2921,Kepler-62,d,5,18.16406,0.00002,-0.00002,0,0.044,,,1,Mass,0.69,0.02,-0.02,0
2922,Kepler-62,e,5,122.3874,0.0008,-0.0008,0,0.113,,,1,Mass,0.69,0.02,-0.02,0
2923,Kepler-62,f,5,267.291,0.005,-0.005,0,0.11,,,1,Mass,0.69,0.02,-0.02,0
2929,Kepler-625,b,2,7.75192492,0.00001063,-0.00001063,0,,,,,,1.04,0.02,-0.02,0
2930,Kepler-625,c,2,4.1653651,0.00001304,-0.00001304,0,,,,,,1.04,0.02,-0.02,0
2956,Kepler-65,b,3,2.15491,0.000005,-0.000005,0,,,,,,1.25,0.06,-0.06,0
2957,Kepler-65,c,3,5.859944,0.000003,-0.000003,0,,,,,,1.25,0.06,-0.06,0
2958,Kepler-65,d,3,8.13123,0.00002,-0.00002,0,,,,,,1.25,0.06,-0.06,0
2962,Kepler-653,b,2,14.70748976,0.00003759,-0.00003759,0,,,,,,1.02,0.05,-0.04,0
2963,Kepler-653,c,2,0.90037648,0.00000363,-0.00000363,0,,,,,,1.02,0.05,-0.04,0
2992,Kepler-68,b,3,5.39875,,,0,0.01878,0.00535,-0.00535,0,Mass,1.08,0.05,-0.05,0
2993,Kepler-68,c,3,9.60504,,,0,0.02265,,,1,Mass,1.08,0.05,-0.05,0
2994,Kepler-68,d,3,625,16,-16,0,0.84007,0.05034,-0.05034,0,Mass,1.08,0.05,-0.05,0
3005,Kepler-69,b,2,13.722341,0.000035,-0.000036,0,,,,,,0.81,0.09,-0.08,0
3006,Kepler-69,c,2,242.4613,0.0059,-0.0064,0,,,,,,0.81,0.09,-0.08,0
3030,Kepler-712,b,2,21.02247699,0.00004431,-0.00004431,0,,,,,,0.84,0.03,-0.04,0
3031,Kepler-712,c,2,226.89047,0.001096,-0.001096,0,,,,,,0.84,0.03,-0.04,0
3041,Kepler-722,b,2,4.09357325,0.0000081,-0.0000081,0,,,,,,1.03,0.07,-0.07,0
3042,Kepler-722,c,2,105.144749,0.001675,-0.001675,0,,,,,,1.03,0.07,-0.07,0
3052,Kepler-732,b,2,9.46781405,0.00000618,-0.00000618,0,,,,,,0.49,0.03,-0.03,0
3053,Kepler-732,c,2,0.89304124,0.00000046,-0.00000046,0,,,,,,0.49,0.03,-0.03,0
3073,Kepler-750,b,2,9.42887179,0.00002438,-0.00002438,0,,,,,,1.15,0.14,-0.08,0
3074,Kepler-750,c,2,4.08899022,0.00001934,-0.00001934,0,,,,,,1.15,0.14,-0.08,0
3079,Kepler-755,b,2,1.26909037,0.000001,-0.000001,0,,,,,,0.82,0.03,-0.04,0
3080,Kepler-755,c,2,2.85313364,0.00000412,-0.00000412,0,,,,,,0.82,0.03,-0.04,0
3083,Kepler-758,b,4,12.1097104,0.00007142,-0.00007142,0,,,,,,1.16,0.12,-0.08,0
3084,Kepler-758,c,4,4.75793986,0.00003846,-0.00003846,0,,,,,,1.16,0.12,-0.08,0
3085,Kepler-758,d,4,20.4966197,0.0002282,-0.0002282,0,,,,,,1.16,0.12,-0.08,0
3086,Kepler-758,e,4,8.1934719,0.0001036,-0.0001036,0,,,,,,1.16,0.12,-0.08,0
3089,Kepler-760,b,2,8.70419416,0.00001277,-0.00001277,0,,,,,,0.89,0.04,-0.04,0
3090,Kepler-760,c,2,2.46697439,0.00000658,-0.00000658,0,,,,,,0.89,0.04,-0.04,0
3099,Kepler-769,b,2,7.42608998,0.00001952,-0.00001952,0,,,,,,1.19,0.17,-0.11,0
3100,Kepler-769,c,2,15.9870174,0.0001999,-0.0001999,0,,,,,,1.19,0.17,-0.11,0
3102,Kepler-770,b,3,18.92540274,0.00005291,-0.00005291,0,,,,,,0.94,0.05,-0.06,0
3103,Kepler-770,c,3,1.47532231,0.00000419,-0.00000419,0,,,,,,0.94,0.05,-0.06,0
3104,Kepler-770,d,3,4.15244722,0.00001685,-0.00001685,0,,,,,,0.94,0.05,-0.06,0
3125,Kepler-79,b,4,13.4845,0.0002,-0.0002,0,0.0343,0.023,-0.019,0,Mass,1.17,0.04,-0.04,0
3126,Kepler-79,c,4,27.4029,0.0008,-0.0006,0,0.019,0.006,-0.0072,0,Mass,1.17,0.04,-0.04,0
3127,Kepler-79,d,4,52.0902,0.0009,-0.001,0,0.019,0.0066,-0.005,0,Mass,1.17,0.04,-0.04,0
3128,Kepler-79,e,4,81.0659,0.0013,-0.0011,0,0.013,0.0038,-0.0035,0,Mass,1.17,0.04,-0.04,0
3140,Kepler-80,b,6,7.05246,0.0002,-0.00022,0,0.0218,0.0033,-0.0022,0,Mass,0.73,0.03,-0.03,0
3141,Kepler-80,c,6,9.52355,0.00041,-0.00029,0,0.02121,0.00387,-0.00271,0,Mass,0.73,0.03,-0.03,0
3142,Kepler-80,d,6,3.07222,0.00006,-0.00004,0,0.02124,0.00217,-0.0016,0,Mass,0.73,0.03,-0.03,0
3143,Kepler-80,e,6,4.64489,0.0002,-0.00019,0,0.01299,0.00255,-0.00299,0,Mass,0.73,0.03,-0.03,0
3144,Kepler-80,f,6,0.9867873,0.00000006,-0.00000006,0,,,,,,0.73,0.03,-0.03,0
3145,Kepler-80,g,6,14.64558,0.00012,-0.00012,0,,,,0,,0.73,0.03,-0.03,0
3150,Kepler-804,b,2,14.37457351,0.00003236,-0.00003236,0,,,,,,1.01,0.04,-0.04,0
3151,Kepler-804,c,2,9.65185017,0.00005013,-0.00005013,0,,,,,,1.01,0.04,-0.04,0
3157,Kepler-81,b,3,5.955,,,0,,,,,,0.64,0.38,-0.23,0
3158,Kepler-81,c,3,12.04,,,0,,,,,,0.64,0.38,-0.23,0
3159,Kepler-81,d,3,20.837846,0.000181,-0.000181,0,,,,,,0.64,0.38,-0.23,0
3170,Kepler-82,b,4,26.444,,,0,,,,,,0.85,1.66,-0.63,0
3171,Kepler-82,c,4,51.538,,,0,,,,,,0.85,1.66,-0.63,0
3172,Kepler-82,d,4,2.382961,0.000005,-0.000005,0,,,,,,0.85,1.66,-0.63,0
3173,Kepler-82,e,4,5.902206,0.000012,-0.000012,0,,,,,,0.85,1.66,-0.63,0
3179,Kepler-825,b,2,3.77360059,0.00001242,-0.00001242,0,,,,,,1.03,0.12,-0.08,0
3180,Kepler-825,c,2,8.1818246,0.00002265,-0.00002265,0,,,,,,1.03,0.12,-0.08,0
3185,Kepler-83,b,3,9.77,,,0,,,,,,0.66,0.41,-0.25,0
3186,Kepler-83,c,3,20.09,,,0,,,,,,0.66,0.41,-0.25,0
3187,Kepler-83,d,3,5.169796,0.000016,-0.000016,0,,,,,,0.66,0.41,-0.25,0
3198,Kepler-84,b,5,8.726,,,0,,,,,,1,0.42,-0.29,0
3199,Kepler-84,c,5,12.883,,,0,,,,,,1,0.42,-0.29,0
3200,Kepler-84,d,5,4.224537,0.000042,-0.000042,0,,,,,,1,0.42,-0.29,0
3201,Kepler-84,e,5,27.434389,0.000224,-0.000224,0,,,,,,1,0.42,-0.29,0
3202,Kepler-84,f,5,44.552169,0.000812,-0.000812,0,,,,,,1,0.42,-0.29,0
3213,Kepler-85,b,4,8.306,,,0,,,,,,0.92,0.4,-0.27,0
3214,Kepler-85,c,4,12.513,,,0,,,,,,0.92,0.4,-0.27,0
3215,Kepler-85,d,4,17.91323,0.000266,-0.000266,0,,,,,,0.92,0.4,-0.27,0
3216,Kepler-85,e,4,25.216751,0.000718,-0.000718,0,,,,,,0.92,0.4,-0.27,0
3237,Kepler-87,b,2,114.73635,0.00015,-0.00015,0,1.02,0.028,-0.028,0,Mass,1.1,0.05,-0.05,0
3238,Kepler-87,c,2,191.2318,0.0015,-0.0015,0,0.02,0.003,-0.003,0,Mass,1.1,0.05,-0.05,0
3256,Kepler-887,b,2,20.42228798,0.00009225,-0.00009225,0,,,,,,1.19,0.05,-0.04,0
3257,Kepler-887,c,2,7.63846023,0.00004957,-0.00004957,0,,,,,,1.19,0.05,-0.04,0
3270,Kepler-9,b,3,19.24,,,0,0.252,0.013,-0.013,0,Mass,1.07,0.05,-0.05,0
3271,Kepler-9,c,3,38.91,,,0,0.171,0.013,-0.013,0,Mass,1.07,0.05,-0.05,0
3272,Kepler-9,d,3,1.592851,0.000045,-0.000045,0,,,,,,1.07,0.05,-0.05,0
3276,Kepler-903,b,2,10.3507721,0.00005128,-0.00005128,0,,,,,,0.98,0.05,-0.05,0
3277,Kepler-903,c,2,62.9228557,0.0007353,-0.0007353,0,,,,,,0.98,0.05,-0.05,0
3295,Kepler-92,b,3,13.749,,,0,0.202,0.044,-0.044,0,Mass,1.21,0.08,-0.08,0
3296,Kepler-92,c,3,26.723,,,0,0.019,0.006,-0.006,0,Mass,1.21,0.08,-0.08,0
3297,Kepler-92,d,3,49.3568,0.0024,-0.0024,0,,,,,,1.21,0.08,-0.08,0
3298,Kepler-920,b,2,6.53192704,0.00002296,-0.00002296,0,,,,,,0.89,0.04,-0.05,0
3299,Kepler-920,c,2,100.8274113,0.0007063,-0.0007063,0,,,,,,0.89,0.04,-0.05,0
3309,Kepler-93,b,2,4.72673978,0.00000097,-0.00000097,0,0.01265,0.00214,-0.00214,0,Mass,0.91,0.03,-0.03,0
3310,Kepler-93,c,2,1460,,,-1,3,,,-1,Mass,0.91,0.03,-0.03,0
3318,Kepler-937,b,2,67.668827,0.0005833,-0.0005833,0,,,,,,1.15,0.12,-0.08,0
3319,Kepler-937,c,2,153.343364,0.003287,-0.003287,0,,,,,,1.15,0.12,-0.08,0
3322,Kepler-94,b,2,2.50806,,,0,0.034,0.004,-0.004,0,Mass,0.81,0.06,-0.06,0
3323,Kepler-94,c,2,820.3,3,-3,0,9.836,0.629,-0.629,0,Mass,0.81,0.06,-0.06,0
3338,Kepler-953,b,2,88.40655258,0.00008306,-0.00008306,0,,,,,,0.95,0.03,-0.03,0
3339,Kepler-953,c,2,9.10967112,0.00002528,-0.00002528,0,,,,,,0.95,0.03,-0.03,0
3354,Kepler-967,b,2,13.22713379,0.00002209,-0.00002209,0,,,,,,0.84,0.03,-0.04,0
3355,Kepler-967,c,2,198.7112502,0.0006558,-0.0006558,0,,,,,,0.84,0.03,-0.04,0
3356,Kepler-968,b,2,3.69298373,0.00000361,-0.00000361,0,,,,,,0.76,0.03,-0.04,0
3357,Kepler-968,c,2,5.70940492,0.00000954,-0.00000954,0,,,,,,0.76,0.03,-0.04,0
3358,Kepler-969,b,2,34.1731714,0.00007358,-0.00007358,0,,,,,,0.92,0.02,-0.02,0
3359,Kepler-969,c,2,1.6829346,0.00000293,-0.00000293,0,,,,,,0.92,0.02,-0.02,0
3360,Kepler-97,b,2,2.58664,,,0,0.011,0.006,-0.006,0,Mass,0.94,0.06,-0.06,0
3361,Kepler-97,c,2,789,,,-1,1.08,,,-1,Mass,0.94,0.06,-0.06,0
3384,Kepler-990,b,2,9.91723428,0.00002468,-0.00002468,0,,,,,,1.05,0.12,-0.09,0
3385,Kepler-990,c,2,0.53835431,0.00000067,-0.00000067,0,,,,,,1.05,0.12,-0.09,0
3396,LkCa 15,b,2,,,,,,,,,,,,,
3397,LkCa 15,c,2,,,,,,,,,,,,,
3428,NN Ser,c,2,5573.55,102.2,-102.2,0,7.33,0.31,-0.31,0,Mass,0.54,,,0
3429,NN Ser,d,2,2883.5,182.5,-182.5,0,2.3,0.5,-0.5,0,Mass,0.54,,,0
3435,OGLE-2006-BLG-109L,b,2,1788.5,584,-547.5,0,0.73,0.06,-0.06,0,Mass,0.51,0.05,-0.04,0
3436,OGLE-2006-BLG-109L,c,2,4927.5,3540.5,-1752,0,0.27,0.02,-0.02,0,Mass,0.51,0.05,-0.04,0
3443,OGLE-2012-BLG-0026L,b,2,,,,,0.145,0.0082,-0.0082,0,Mass,1.06,0.05,-0.05,0
